query,len,len_bucket,coles_cnt,wws_search_cnt,coles_url,elastic_results,semantic_results,merged_results,jaccard
whiskas so fishy,3.0,2.0,2,2,https://www.coles.com.au/search?q=whiskas%20so%20fishy,"['cd0aaaf0aa0a23a66570e39c9a36e48a', '6c65e6819c7df51e496ec025c591b2ec', 'a72004343d1388e48e47ff1b6d4b54f3', '9b48d7dedfd3c5acde4bd6a1733e98b8', 'e4b226adbd52128f24e7f1c4fd54785a', 'c95f647fd302d7cef6e13670a7b59750', 'b679a26250cba245b3d448454c3a29a4', 'c9906ec6102fddf66596b1875cfc7a45', '92edaee0890667a8a011fb66932c7ac4', '948d0d71b71b9432b6151c390f11d931', '676131e16ad4f6d6ddfc84bf2e74b371', 'ab8b23ed8cb01edcb2081d3fd6c8856f', 'ef31cc5a140b1c5b1a7c4102acc3f7b8', '27d5fd69e4f2b52458d0e9c1a00cfc2e', '503830fcf379191aa658769e1f847700', 'b58f23f59ea72f9234d4abcb929f92cf', '669fcb81a5d91b5d5c44050a7581e77b', 'e25ecc78197dc8def63f7185e9b7c8fc', 'deaa6d1708270c325772afa6cc78560b', '29d17bcc5a8943e22e692dc75aeee819']","['6c65e6819c7df51e496ec025c591b2ec', 'cd0aaaf0aa0a23a66570e39c9a36e48a', '9b48d7dedfd3c5acde4bd6a1733e98b8', 'a72004343d1388e48e47ff1b6d4b54f3', 'a8ef540e55f782935f271dbe7f2e07e7', 'c95f647fd302d7cef6e13670a7b59750', '676131e16ad4f6d6ddfc84bf2e74b371', 'e4b226adbd52128f24e7f1c4fd54785a', '948d0d71b71b9432b6151c390f11d931', 'e25ecc78197dc8def63f7185e9b7c8fc', 'ab8b23ed8cb01edcb2081d3fd6c8856f', 'f683940fe6e6f51aeb7b940781c92091', 'deaa6d1708270c325772afa6cc78560b', '83a06700e4d9819c89c7b6eee4b5cec7', '860e35a92044a966d4a096d41d3890fb', 'ef31cc5a140b1c5b1a7c4102acc3f7b8', '59d823f58289a3dd1e822061d15b6182', '503830fcf379191aa658769e1f847700', '669fcb81a5d91b5d5c44050a7581e77b', 'c29be8328c99e540996eca8244a78366']","['cd0aaaf0aa0a23a66570e39c9a36e48a', '6c65e6819c7df51e496ec025c591b2ec', '9b48d7dedfd3c5acde4bd6a1733e98b8', 'a72004343d1388e48e47ff1b6d4b54f3', 'a8ef540e55f782935f271dbe7f2e07e7', 'c95f647fd302d7cef6e13670a7b59750', '676131e16ad4f6d6ddfc84bf2e74b371', 'e4b226adbd52128f24e7f1c4fd54785a', '948d0d71b71b9432b6151c390f11d931', 'e25ecc78197dc8def63f7185e9b7c8fc']",0.5384615384615384
brown and wild,3.0,2.0,1,2,https://www.coles.com.au/search?q=brown%20and%20wild,"['5300bdb9448522a077be2b6a391c21ed', '897e98cf552f890ac7bae73042b45951', '704fbdb63417d710e443fde77a11f201', '39f7e1ae926bbd4e387b3ff33be9ebee', '259c440bf05fbbd63771d11e23e67cc1', '01ef9f40773f6bc79ab4fc80803f055e', '90cfc5ab76c5cc1eff2c378f239b636c', '94acc7ea5f2da9dae230bb217a1f2c1c', '403e250a7c6d8d2144d25a556438ac0f', 'b70ab5bc58f1b8cdf05eae6012832e34', '6f321d584eef12e70b5ff41c67ad624a', 'e3761bde512a89020ea7ad21f38a8276', 'bb873a646f8ac65b112236a293daa75e', '2863979797a257a39cc87e2927ac7347', '2cb0db944051c65d1647bb85294ac823', '1b1a39f2c11da799cb8c138c6f4241bc', '362233a3fb1b4845a23ea05fbbc81623', '2deda9f32eb966dd7465cac6d250dfbf', '29d2a012d9a775c327ef9a80e46ba667', '0bd225e42586024c1ec0075de3d0500c']","['5300bdb9448522a077be2b6a391c21ed', '213607f2e5ed4cdf56ff31757fd445eb', 'bd16e317ce7a1b0fc841c4fade98fc3a', '1b1a39f2c11da799cb8c138c6f4241bc', '62801ffaac9090c7e9ab380cbe4cfe9d', '788f342ef6b65ce88f009549909abc60', 'cce41615d20545365fac3c03c8e2e161', '6441f631e5601d080774530f19fe4edf', 'dd87cdc990fecf0d149195dbda01bb35', '1733e11711cc7dd86accda144beb06dc', 'c6ad2e0d10bfbecb4f22984ce39be629', '1f2f48d79f1d4320242748459c19782a', '80d0157030579087fd34c639f60918f0', '00232265130d00f88fc794d3be594678', 'bdac8c3ff4d21606068a8e80c1c1338f', '655955c5f0cf730e97cdd0ef392a87f0', 'ef8a89e84d93b5b7a37bc53fdfcaba46', 'e9c60dee05e056a45686bcaaad0ab5c7', '8f79b07a78ea392f9d2d9a216ccdedde', '9cf01a164005606ca62833888abeb97d']","['5300bdb9448522a077be2b6a391c21ed', '213607f2e5ed4cdf56ff31757fd445eb', 'bd16e317ce7a1b0fc841c4fade98fc3a', '1b1a39f2c11da799cb8c138c6f4241bc', '62801ffaac9090c7e9ab380cbe4cfe9d', '788f342ef6b65ce88f009549909abc60', 'cce41615d20545365fac3c03c8e2e161', '6441f631e5601d080774530f19fe4edf', 'dd87cdc990fecf0d149195dbda01bb35', '1733e11711cc7dd86accda144beb06dc']",0.05263157894736842
mango and vanilla,3.0,2.0,3,2,https://www.coles.com.au/search?q=mango%20and%20vanilla,"['8d3d4b7a6fafbd202c7fb5e3825b8626', 'b4b395a4476f72be32f038751d25636b', 'ea2042924527cc471dd950227250a177', '19f4bb79385382f000f31b947696faa9', '6e872586db5cef9590f5500bbaf70c03', 'f6f0f9aec791505aebc16d71c7685c95', '0b079fb2b11435b935a46f43b74fa9e4', '33d6034a8bfae800335141eeda64e309', '34950858c5d270d3d79fda49b8131a58', 'e5abda600702fdba2c4f60da0b81a767', 'cb1f31c95a279c2f75632ca9d3c9d274', '41fe72a3778d893a05128e42cf9d61e9', 'c9f241ecc1acba1f499b3be836413545', 'e3683bb44e1a421c14e2cb2b6a699872', '22cb98c35358c6ef22d94ff72803fcc4', 'c2ca4902073f2ca55acc200737f124e1', 'bccda6f816d9712b1b4449eadb85d970', '78ffbdde91f4e6b4699dee410e19780e', 'efdd74a896980cd556a6aead8428a91c', 'cc88d739158ef321f83847387f8dcef2']","['ce91bfe1d4f8638ed0729a9595774f8b', '7158aabfa7d82871e6446de099d031aa', 'f89e96f76255bffcb3ee452a3e3ee645', '6913f0e57bcdaa098da33b50190aba88', 'ba610df3a9c4e3ffaf3fb036f96afc8b', 'e21d6443461e01def058b318050d7150', 'cd241fba4402e383c444e5760c7e7e56', '4b04faf11231caedde9bff44dcd4bfc5', '61d71ad10e9e950fa585e915d5682fa3', 'f0a29ec941881b61d7dc7a84dd0c9171', '93115fff67ecf49d27b523affad8ee9b', '5a20882b07fb4fbce727089312cdf70a', '85a080add321414880a6d6bb761fef57', '8d3d4b7a6fafbd202c7fb5e3825b8626', 'ff0beab8eff40f7e4a4fa80fb5adaff3', 'b5bf531b96e8432a6dbbbb9b8592959c', '30e3188fada6d10e3cdd31f219db8798', '1ca03effc33748eed67eca2caa9fbf42', '9edc3726f522b9ded1c32ca094b24d13', 'b4b395a4476f72be32f038751d25636b']","['8d3d4b7a6fafbd202c7fb5e3825b8626', 'ce91bfe1d4f8638ed0729a9595774f8b', '7158aabfa7d82871e6446de099d031aa', 'f89e96f76255bffcb3ee452a3e3ee645', '6913f0e57bcdaa098da33b50190aba88', 'ba610df3a9c4e3ffaf3fb036f96afc8b', 'e21d6443461e01def058b318050d7150', 'cd241fba4402e383c444e5760c7e7e56', '4b04faf11231caedde9bff44dcd4bfc5', '61d71ad10e9e950fa585e915d5682fa3']",0.05263157894736842
bushells extra stro,3.0,2.0,2,2,https://www.coles.com.au/search?q=bushells%20extra%20stro,"['e5f64a972e8bb76c28073f48d8af9f7d', 'cd6345ad91c239796be2568c40c5a83a', '82924433bd0b4a2ed68dece2e652f3e4', '6a7caa0bd03c1ae4110440371fae4bba', '33399ebe6c4e08a12ab4e25f9284dd54', '0a389dc27ef2a31ff0cf32ce659e7612', 'a5406ee2ccb0e996d1c43d7bd9cfb9fd', 'd54daf2b0af4781e330d121043048541', 'aadeb838d2cc8935173908e6e47c1ef2', '09ad0d2d9b6ce3d28d3594f8fe90737e', '395d26259709fea63e564a50f325fd67', 'fe496680d98a5b45353b1c2586258329', '82d7cb8f368587fff48a3108ee8fc260', 'e6d5f1404d391d74d9dd8698d3646603', 'b28360a3d51da0f8f604774b3b024fed', '28a7595e6c85dcd23d980134330a8a99', 'fa2990ad337bb9b8e366eafe62921dcc', '73bc74fda562840aeb43137bd497fb77', '4746ee46c5ddc1d8303e72a3f1fb524b', 'd1225f93d6fa40214d28194269293d2d']","['84c616bb20dce17e3789f1de0b13f80c', 'df255a0db321837b05ab31ecfb3fae4b', '45f8819f3f2fe8dfd5c5781e05a1c64a', '951fb128559e27c3a6b1392368eb0274', '905615745a2ecb9b670f95adf286388a', '1319e2b442ddc2d1f8a7fbd40b673fdc', 'a80db7c8ed1c2a769a08669e9889a622', 'e5f64a972e8bb76c28073f48d8af9f7d', 'cd6345ad91c239796be2568c40c5a83a', 'ff268bd2726491998c7d46b2721c7016', '2bd0357a1e7741d169f0e243ee058d18', '6cb12d69ed3c914ef5999a6d90c43538', '93d6617ce5f0a3cdde4d1131b809406b', 'f3ebbbb5ca1c0277dd697e517bd3405c', '145af0c44c7c0e822d57fa7218a73387', '249401e62a6c2e25a7daf4f715f808be', '33fec6b554fc5c35a6f40ccaeaf46646', '4877d8da78eb063c510e0a096df56943', '56d1f3e9f8c49a5a2d4a51ed041f5ee7', '2fa502bd47b913c7f1185a6eda2fc3e7']","['e5f64a972e8bb76c28073f48d8af9f7d', '84c616bb20dce17e3789f1de0b13f80c', 'df255a0db321837b05ab31ecfb3fae4b', '45f8819f3f2fe8dfd5c5781e05a1c64a', '951fb128559e27c3a6b1392368eb0274', '905615745a2ecb9b670f95adf286388a', '1319e2b442ddc2d1f8a7fbd40b673fdc', 'a80db7c8ed1c2a769a08669e9889a622', 'cd6345ad91c239796be2568c40c5a83a', 'ff268bd2726491998c7d46b2721c7016']",0.05263157894736842
huggies wipes wipes,3.0,2.0,10,10,https://www.coles.com.au/search?q=huggies%20wipes%20wipes,"['f727e8581af5d88d15408f289e025875', '875e0d2ff30d8e7e503201ecce0cf0ff', 'eae4a8792d700084c8596963f255edf2', '8b6bfdca1c3c77c8dce2fa25708ea7f1', '6d471442ca734dce667d6bddf18aa5bf', '15a44a4f127c2e0211cd6bbe3c580fce', '674b7339d549ea1af8e402d782df0cf4', '11c1f61e6c3243701fce4b19f3ff69d7', '8cdde3051034cb05e3d52900ed9c8c13', '1578d5f05ea3e80498e418a29fe342ba', 'c1a4dd475c5f96ad3c9caeb07d8dab7e', 'a015d1eb2221011f6e22efd7ec1ccb35', 'cc9f878122eda9d8d8a71f72ffacfca6', '1430c6cbf13b428cf817b478373f4f18', '8cdc408a92ad0704e85f9a3fe25c3a49', 'f3548f448b1c1d400d4d3e7fb46f4de9', '607b28d79a7614823b87dfbe12219226', '94c68e37662e0ce8d9e39cd9c1231d82', '93b7892f8ef106e1938104d29ef55123', '61315265c842d6927e662818ae9be42f']","['8a65efe87fb2610059dae4b303f14c3d', '0cbe3c61086df6e107f17be98b9e4bc6', '416a877b305c43208d487e6f660db9f5', '87c923de5000acc22e58787a856e7b58', '929713cfb8ccd9ad54bfcfac6d0d6ce8', '162e34f6b204909f663168d27ad219d6', '4a49111f5c2f970519a24d4698cb8fd7', 'def8d9b17e489b6dba2a4b8995d2663c', '0644e71abef64550513c9052f74ce0ca', '49a235e5d587d4b6399c9c04da4b48e0', 'f88267afb71bd3e2277eacead7b91706', '05b9a3608b34e7f1e4b61b617c19a6b8', '4e703cf19a85ca57630467381b0f0d33', 'c9e82fdef5aa9458d8c85db0e00e9860', 'a9f13783660feb69d3f24bf80a406500', '1f2b5a87fcad840820d92e0f2ced821d', 'd32f7bcb7fd45cde451454f2da7a2230', '449c466b782ad1b540e6c1859f01006f', '010989f2374ec9427d3af48d76e427fb', 'dc7cd89fa49f82595917b3137f683eab']","['f727e8581af5d88d15408f289e025875', '8a65efe87fb2610059dae4b303f14c3d', '0cbe3c61086df6e107f17be98b9e4bc6', '416a877b305c43208d487e6f660db9f5', '87c923de5000acc22e58787a856e7b58', '929713cfb8ccd9ad54bfcfac6d0d6ce8', '162e34f6b204909f663168d27ad219d6', '4a49111f5c2f970519a24d4698cb8fd7', 'def8d9b17e489b6dba2a4b8995d2663c', '0644e71abef64550513c9052f74ce0ca']",0.0
gravox gravy chicken,3.0,2.0,3,4,https://www.coles.com.au/search?q=gravox%20gravy%20chicken,"['5e724bacc29e265a0987507d6edd5a95', '0b71f4924d32acc62dc24b548662a8cd', 'a4d891219b323fe9ff526a9a7c6912e3', '407dcb716c468de7b69d87a8e520e54e', 'c61a0974c6f01445616e02fed180d9f7', 'af9e31b09113c18462bfb57a5b63cabe', 'a2c8a1ff1a890f5a682d7ae7e632d468', '04d59191cabeffe283ab8c974f9ae843', '80610fa5a1399b83478c7128b3efb56d', '48f2c60e76c2818e4845c4c08b860f6e', 'c9a03aae9c9123f6f8ad2bec90d35189', '9443ad65ad32808a8954d8f41548b95d', '32b7cd2ad64aef315d5f8ebe939ff4db', 'cbb6e519ea092589d8c63dc7a823b631', 'd970b5c9345f5ef8ce594e9407591980', 'b44bd7fe2689660a82e130a68d7f1a3b', 'd353d22761c31eef80a9ff829f21d0c2', 'f2ba55812278a837459b00ebbb8e6563', 'd4ae30b5392ab0c33b40a0c08e579506', '54d80150156f93a9d4be074806b296bb']","['5e724bacc29e265a0987507d6edd5a95', 'a4d891219b323fe9ff526a9a7c6912e3', '0b71f4924d32acc62dc24b548662a8cd', '32b7cd2ad64aef315d5f8ebe939ff4db', 'b44bd7fe2689660a82e130a68d7f1a3b', '48f2c60e76c2818e4845c4c08b860f6e', '54d80150156f93a9d4be074806b296bb', 'cbb6e519ea092589d8c63dc7a823b631', '80610fa5a1399b83478c7128b3efb56d', 'd4ae30b5392ab0c33b40a0c08e579506', 'c61a0974c6f01445616e02fed180d9f7', '9443ad65ad32808a8954d8f41548b95d', '407dcb716c468de7b69d87a8e520e54e', 'a2c8a1ff1a890f5a682d7ae7e632d468', '04d59191cabeffe283ab8c974f9ae843', 'd970b5c9345f5ef8ce594e9407591980', '648031fa001079127e3c66bea2ee47fa', 'd353d22761c31eef80a9ff829f21d0c2', 'af9e31b09113c18462bfb57a5b63cabe', 'c9a03aae9c9123f6f8ad2bec90d35189']","['5e724bacc29e265a0987507d6edd5a95', 'a4d891219b323fe9ff526a9a7c6912e3', '0b71f4924d32acc62dc24b548662a8cd', '32b7cd2ad64aef315d5f8ebe939ff4db', 'b44bd7fe2689660a82e130a68d7f1a3b', '48f2c60e76c2818e4845c4c08b860f6e', '54d80150156f93a9d4be074806b296bb', 'cbb6e519ea092589d8c63dc7a823b631', '80610fa5a1399b83478c7128b3efb56d', 'd4ae30b5392ab0c33b40a0c08e579506']",0.9047619047619048
tin whole beetroot,3.0,2.0,4,1,https://www.coles.com.au/search?q=tin%20whole%20beetroot,"['02ee1fe1a476a78d66ce2515657b985c', '6a507fe0f3f0a6e213c7cb0cbf548d84', 'a61fed5f3e5f0e999e6cb07fd1e97564', '77f8135aef20de61e03b537f9f281531', '94a5ba59ddb8e6b4ff258e0e88eb28a0', '43126f1cf91edbfb3f85ff10df7b5180', 'ef1d7ee223e4ae495e3c5fb8e724e633', 'a1e13bbac5fecaa30b58a40b096b8989', 'b62617edbb78f58f59618f8894199f18', '9a2b0feed7ce1f55c7941688a9c7451a', '169fc532a31a9efc566b1b7c7f1896c7', 'e13f723e9c17c506695b12daecf314d5', 'b0c68a31b83799173d9cc21edb361bf8', '4f2b6a1c6a093d1bd92a0c46b701741e', 'e409891cbdf0d7290eaa83a67a4bac4f', '41e83ef139e21eb6279701e575b23a9a', '8d3075a327f79452a203e51b28bdf386', '998a2fe5110657ed3ed116f048b03abc', 'cf36f8c5ea0092f9327434e52d6ee4ee', '8145962914ff713651c4705ddda0fb50']","['77f8135aef20de61e03b537f9f281531', '8d3075a327f79452a203e51b28bdf386', '43126f1cf91edbfb3f85ff10df7b5180', '94a5ba59ddb8e6b4ff258e0e88eb28a0', '41e83ef139e21eb6279701e575b23a9a', '4f2b6a1c6a093d1bd92a0c46b701741e', '266696e37fa33d2367aa02d89a3e6c9f', '998a2fe5110657ed3ed116f048b03abc', 'ef1d7ee223e4ae495e3c5fb8e724e633', 'd86915cbfd14b28e1899202c4335425b', 'e409891cbdf0d7290eaa83a67a4bac4f', '8145962914ff713651c4705ddda0fb50', 'b0c68a31b83799173d9cc21edb361bf8', '7e7e57e9206a3f842de69c39893fe973', '99f8c3675c9e1bec2f7f587382ee8c01', 'cf36f8c5ea0092f9327434e52d6ee4ee', 'af70612ccc713a7d13a5e20f5351afe3', 'b29a987685b92fee3ef0f50a95ad1d83', 'c41a36f6be3b24a933d6bf84c3ee46a8', '19ba3016d23891bf1a0bab23b459ddea']","['02ee1fe1a476a78d66ce2515657b985c', '77f8135aef20de61e03b537f9f281531', '8d3075a327f79452a203e51b28bdf386', '43126f1cf91edbfb3f85ff10df7b5180', '94a5ba59ddb8e6b4ff258e0e88eb28a0', '41e83ef139e21eb6279701e575b23a9a', '4f2b6a1c6a093d1bd92a0c46b701741e', '266696e37fa33d2367aa02d89a3e6c9f', '998a2fe5110657ed3ed116f048b03abc', 'ef1d7ee223e4ae495e3c5fb8e724e633']",0.42857142857142855
perfect italiano ric,3.0,2.0,18,18,https://www.coles.com.au/search?q=perfect%20italiano%20ric,"['821a5681d5936e16b82e0c08fb244207', 'd4fe6479849aa39618c9502369751aa3', '44d4efbabcb6eef2ba35f3aaa605937a', '595f37aeb988ab34ee28e1abff60ecf1', '57c999abda7c424d5640b9fdf5a3431d', 'f1c6442d4aa382d8ce2d159406bd353e', '50168b23fbc748260302e797092ebec5', '9fdf58ef7e3ed386c2e42281bdf26fe0', 'c38c82f547d58f15eba58fc4cafb8350', '0e0e42e959701678da0902eabc733e6d', '9eda5f1c4ec2820d674763569da0ec07', '416db5d26cd98644a4308f7f8b44ad09', '35c1312e5f5cb9121d712329f2094c33', '1de3264ee61c41f7f1c037d4ceb55c24', 'ffcae8c7b8baddee52514555a3743c55', '3fefadd26aa1f6ec6bda2decc9575263', '61f938b6c10dbf17f6b6084938f6ba70', '83c8171b5a377d68636f6da73faa3bc0', '1578d5f05ea3e80498e418a29fe342ba', '69279d95bd60ca5bc24a0dd1651219d3']","['c38c82f547d58f15eba58fc4cafb8350', '35c1312e5f5cb9121d712329f2094c33', 'f1c6442d4aa382d8ce2d159406bd353e', '821a5681d5936e16b82e0c08fb244207', '57c999abda7c424d5640b9fdf5a3431d', '254b94e0268b86aef9225be6ab739f86', '50168b23fbc748260302e797092ebec5', 'd015da8107baff35ec8f90995d090e94', '9438fee28c4d6b8539c20bb7e35dbeb0', '7ae91b533ac55ca67559b19bda89fc56', 'd4fe6479849aa39618c9502369751aa3', 'fb90f6dcda42bc04941fa7cb7b7cd225', '9fdf58ef7e3ed386c2e42281bdf26fe0', '595f37aeb988ab34ee28e1abff60ecf1', '89304e6e02ffcd88e471d8a5af42c601', '13687f9e7844afaab13cae43485e2cc0', '6877af6d2d969128379fce4bd10e6a05', 'a8beb99980ca66b0e37ff37b2368052a', '3756355704f10d522c323d54a035deed', '44d4efbabcb6eef2ba35f3aaa605937a']","['821a5681d5936e16b82e0c08fb244207', 'c38c82f547d58f15eba58fc4cafb8350', '35c1312e5f5cb9121d712329f2094c33', 'f1c6442d4aa382d8ce2d159406bd353e', '57c999abda7c424d5640b9fdf5a3431d', '254b94e0268b86aef9225be6ab739f86', '50168b23fbc748260302e797092ebec5', 'd015da8107baff35ec8f90995d090e94', '9438fee28c4d6b8539c20bb7e35dbeb0', '7ae91b533ac55ca67559b19bda89fc56']",0.3333333333333333
nivea lip b,3.0,2.0,6,413,https://www.coles.com.au/search?q=nivea%20lip%20b,"['8cd4b144a24fe88e9d77719e5a1f1c50', 'ab38ca683bef29249bde2cd1d831fefa', '2aa45c1e65c3d897d61a23a9c473c04e', 'a18d5c6a5826ce5fc84ae5abe536815c', 'b6fdd9643237f9c41bcae80712d45cee', '7da6c4cd0dfa8883695ff8b0b54638ea', 'ddcd60a80067d4b234329377f38f1c10', 'cff68d4d4e0e0e444eb3fdc550dcba1b', '713679f704b4bc25dc6be5a2dc38dd41', '834b2bd270b3d9f1134a6bdefcc73bfa', 'e076ff80bfaaf9b32e682b234b3fc819', 'b0b14c13fdfc9d5a62e4b75a4c2ec640', '7f329613943c6b834154055f05c0b738', '250dad4ed51950eb8fc2ae91ca7027ca', '7e44f9609710ae4fd6eb294385215cfb', '96fddeb4182b0bd6ea6fc9e83826929b', '0cbadf70fe72d4c509b6ef78d1684c49', '69552f4da31820b03266b2ec2a9c5cbf', 'cd294603d3f38c6d33dae655f6694151', 'f873b43e8e1b18c876cfe5290d3730e2']","['b6fdd9643237f9c41bcae80712d45cee', '2aa45c1e65c3d897d61a23a9c473c04e', '7da6c4cd0dfa8883695ff8b0b54638ea', 'ab38ca683bef29249bde2cd1d831fefa', 'a18d5c6a5826ce5fc84ae5abe536815c', '8cd4b144a24fe88e9d77719e5a1f1c50', '9a899f68ed45d1d1f727a0e87c2a04ea', 'f9edfd79968296ff04844f91aaa9122c', 'be2bbeb3f6c8640ef5f163be2ce1858f', '165f08eecd89cea92ffa29981446a449', 'bf50f3036ffc11b302f7eb1791ab7175', '6c62cca25bd56d1ed36a8339b423d830', 'c0af6077d85fe6d9c5b62d90c288d3c1', '8be94b7602ae4a787276d0b994818c9c', '534fbbbadb08eefbd16360cebd082971', '63ecfc4336de258f8289ac2f3963c953', '69d41c6c13be651f733d5ef691803c3c', '57899d9aa21a6aa1795d737fd6b698bd', '3ed8d10ed4a76dc5b0395735043c94c0', '17c0b9fd796ab0f42846e145b7d1b09f']","['8cd4b144a24fe88e9d77719e5a1f1c50', 'b6fdd9643237f9c41bcae80712d45cee', '2aa45c1e65c3d897d61a23a9c473c04e', '7da6c4cd0dfa8883695ff8b0b54638ea', 'ab38ca683bef29249bde2cd1d831fefa', 'a18d5c6a5826ce5fc84ae5abe536815c', '9a899f68ed45d1d1f727a0e87c2a04ea', 'f9edfd79968296ff04844f91aaa9122c', 'be2bbeb3f6c8640ef5f163be2ce1858f', '165f08eecd89cea92ffa29981446a449']",0.17647058823529413
souvlaki and pizza,3.0,2.0,1,1,https://www.coles.com.au/search?q=souvlaki%20and%20pizza,"['7a6d918f632838338ec8353211e76c3c', '5bbfe0fcb4439000f29a22496908b1d1', 'b6f393ce7bfcef787166bf62d96a4f4b', '77035f26f70c5feef8ec74c0f9f9aaf9', '737a77607d87665b95c0952cddac0e67', '752c918925674641ae62ccd878ade011', '942e83711d62a6b9615e94a98c16daa5', 'feab1ea88f1507708265c4af40478491', 'e0688d2219f07d82393f9172e2cadbfa', 'e4859236f3ce80af935718fbc71f528c', 'e52adb0ecbb9ce3ab9f5ae765ad7f048', 'a73cc8b65a1b38715b14c4f14303da13', '88bbfca5488ceadfb6f4cb94c392209a', '931764b9bf26e12c41def36c30b0b37a', 'b78cebdeb7e4e5d8fd2f606d91d5fbe0', '3bae25a49d7c26806c4df99c71c4dcc0', '45db786f2a4624cef38ed7fbc9302e5c', '19c2abb3ad5490d0c12f2dca141b3853', 'a2c10925f5cb2e95d9dc754138cd8b4b', '1ecd969e378fa397a8cda8882636d7b8']","['737a77607d87665b95c0952cddac0e67', '7a6d918f632838338ec8353211e76c3c', 'a263dcb0484b39cd6cd943301458b3fb', '66d1393beb0cf0bc2bc020ff457f62d9', 'b76e9b86e0e71094846b75c22a4739fd', '379427deb90431ac5a0bd7338809dc94', 'f6037b86cd04ddb316cdc5009729ebad', '06a7f352a680067fb15308c4001808b5', 'f5aad027bc96e4e7f34d339937c5ba2d', 'cb47f73e5b3ba183ba850c5bc1fa26f3', 'eb9b857cd50cbf95be828f151365db84', 'a2a49688f8f7e633d8b0db045cf916cd', '906e77ab6bd3f4dfbfd1ca28f7ad0828', '942e83711d62a6b9615e94a98c16daa5', '28b5574a4ef98ac51b6a93ff359ff52d', '0e4f91a445d22ffc72817ae3feadc03d', '1172fe6e450c9d111eee1e2b5c93c625', '752c918925674641ae62ccd878ade011', 'ee3103018bc5befb9ec748c47cecdb62', 'd7ddb29c9f0bf3d5e989bd9c45d035f5']","['7a6d918f632838338ec8353211e76c3c', '737a77607d87665b95c0952cddac0e67', 'a263dcb0484b39cd6cd943301458b3fb', '66d1393beb0cf0bc2bc020ff457f62d9', 'b76e9b86e0e71094846b75c22a4739fd', '379427deb90431ac5a0bd7338809dc94', 'f6037b86cd04ddb316cdc5009729ebad', '06a7f352a680067fb15308c4001808b5', 'f5aad027bc96e4e7f34d339937c5ba2d', 'cb47f73e5b3ba183ba850c5bc1fa26f3']",0.1111111111111111
kan tong peanut,3.0,2.0,1,1,https://www.coles.com.au/search?q=kan%20tong%20peanut,"['2dde2988c0c9b1888166f3692718f053', 'dcb435bcc45e8474da0e4dffa6427eb5', '56f65bba09e304d26922d0bb68bee288', 'e95b778e3db88b3091ecf25e849f2599', 'f758955608fcf6ae503b02262587f119', '25417f7be5942e44411ec934f7470ab5', '6e828b71e43c5fb2f0cb52222259588e', '60f0f8268b82689631f3cc61cee49e77', '3e3d9ad18eb24b57c99ff8ef087967d9', '3d9c5581a4daebf784bb73a9cb67b284', '369aabf60b174365210ba204e3df95a5', '3f6f03eeb770c13cfa3c81e9a83cd09d', '3ed723d47d54fa31a39a1125ad583cb1', 'd3dfadbb3148c5158d717abb8594803d', 'b7ee8c01bd675c262a4ad65b4468a3c6', 'f2511dfbf321a604d3f0d7a179c8f02f', '7b1025186214371b367e77f64986b303', 'ce3e16675cc133bf57096de67f7be8bf', 'f09e9fb25f05a278f4c9e88f270b9ad1', 'c2a7e25487d0aa4fe637689a23c69bcc']","['2dde2988c0c9b1888166f3692718f053', '8be59dcdf2f4597a59d1a26e1f386636', '3da143392b7be74e7b9f6e54f50cb421', 'dcb435bcc45e8474da0e4dffa6427eb5', 'f758955608fcf6ae503b02262587f119', '6e828b71e43c5fb2f0cb52222259588e', '0fc9f66bf7695e1aca634837ce58a851', '60f0f8268b82689631f3cc61cee49e77', 'c824a95c9ef214721f3df105671ffe17', '6263d3512cca4527f8ad10cc2e307ce6', '19dff63e93b7a0ae137bec11d3f77ce7', '25417f7be5942e44411ec934f7470ab5', '3d9c5581a4daebf784bb73a9cb67b284', '56f65bba09e304d26922d0bb68bee288', '3e3d9ad18eb24b57c99ff8ef087967d9', '55d4e2748fa100b157d47b95ddfc8ca4', 'afaabb89107be059a64447f0e557a550', 'e8b3300366637136301afe16c18e38da', 'c7357bf2ac6493a1200783203338a73a', '516ea13d2712d1250190bae4ff4d3c35']","['2dde2988c0c9b1888166f3692718f053', '8be59dcdf2f4597a59d1a26e1f386636', '3da143392b7be74e7b9f6e54f50cb421', 'dcb435bcc45e8474da0e4dffa6427eb5', 'f758955608fcf6ae503b02262587f119', '6e828b71e43c5fb2f0cb52222259588e', '0fc9f66bf7695e1aca634837ce58a851', '60f0f8268b82689631f3cc61cee49e77', 'c824a95c9ef214721f3df105671ffe17', '6263d3512cca4527f8ad10cc2e307ce6']",0.2903225806451613
